batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome,_sequence,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_variance,temperature_deviation,temperature_rolling_z,temperature_baseline_z,temperature_change,temperature_pct_change,temperature_baseline_pct_change,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_variance,pressure_deviation,pressure_rolling_z,pressure_baseline_z,pressure_change,pressure_pct_change,pressure_baseline_pct_change,cycle_time_rolling_mean,cycle_time_rolling_std,cycle_time_rolling_variance,cycle_time_deviation,cycle_time_rolling_z,cycle_time_baseline_z,cycle_time_change,cycle_time_pct_change,cycle_time_baseline_pct_change,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_variance,vibration_deviation,vibration_rolling_z,vibration_baseline_z,vibration_change,vibration_pct_change,vibration_baseline_pct_change,temperature_tolerance_distance,temperature_tolerance_utilization_pct,temperature_near_limit,pressure_tolerance_distance,pressure_tolerance_utilization_pct,pressure_near_limit,cycle_time_tolerance_distance,cycle_time_tolerance_utilization_pct,cycle_time_near_limit,vibration_tolerance_distance,vibration_tolerance_utilization_pct,vibration_near_limit,quality_change,quality_pct_change,quality_rolling_mean,defect_rate_change,defect_rate_pct_change,defect_rate_rolling_mean,temperature_drift_score,pressure_drift_score,cycle_time_drift_score,vibration_drift_score,process_drift_score,defect_signal,quality_signal,supporting_signal,drift_score,detected_status,isolation_forest_anomaly,isolation_forest_score
1,2026-01-01 00:00:00,M-01,Line-B,71.423,97.377,42.459,2.265,50.593,1.186,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0003,24.33,84.31,22,96.74,Stable,Accepted,0,70.19666486080119,1.4684895032143714,2.1564614210507913,1.2263351391988095,0.8350996970114454,0.8350996970114454,0.0,0.0,1.7469991510716523,100.11048658974745,1.8445616516004864,3.402407686555114,-2.733486589747457,-1.48191663172422,-1.48191663172422,0.0,0.0,-2.730469786795942,41.893977356871964,1.229628464970188,1.511986161864941,0.5650226431280387,0.4595068016270569,0.4595068016270569,0.0,0.0,1.3486965878529955,2.0042308703367127,0.2876313597758366,0.08273179912649675,0.26076912966328747,0.9066088268904893,0.9066088268904893,0.0,0.0,13.01093269856072,6.576999999999998,91.56794871794872,1,10.623000000000005,90.16388888888889,1,6.540999999999997,86.65102040816328,0,1.0349999999999997,68.63636363636364,0,0.0,0.0,50.593,0.0,0.0,1.186,0.4379,0.3443,0.1101,0.0,0.3305,0.0,0.0,0.0,0.1328,Stable,0,-0.0509
2,2026-01-01 00:15:00,M-05,Line-C,71.973,96.388,40.726,1.602,49.548,0.853,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0129,25.44,82.98,16,100.18,Stable,Accepted,1,70.19666486080119,1.4684895032143714,2.1564614210507913,1.7763351391988067,1.2096342093767734,1.2096342093767734,0.5499999999999972,0.770060064685052,2.5305121585494827,100.11048658974745,1.8445616516004864,3.402407686555114,-3.7224865897474473,-2.018087379469006,-2.018087379469006,-0.9889999999999901,-1.015640243589333,-3.718378280391533,41.893977356871964,1.229628464970188,1.511986161864941,-1.1679773568719654,-0.9498620031541662,-0.9498620031541662,-1.733000000000004,-4.081584587484411,-2.787936191693147,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.40223087033671256,-1.3984249514732616,-1.3984249514732616,-0.663,-29.271523178807946,-20.06908866088553,6.027000000000001,92.27307692307693,1,11.611999999999995,89.24814814814816,0,8.274000000000001,83.11428571428571,0,1.6979999999999997,48.545454545454554,0,-1.0450000000000017,-2.0655031328444706,49.548,-0.33299999999999996,-28.07757166947723,0.853,0.4849,0.2832,0.0,0.0,0.3385,0.0,0.0,0.0,0.1841,Stable,1,0.0354
3,2026-01-01 00:30:00,M-04,Line-A,68.516,99.486,40.815,1.706,50.771,0.822,78.0,108.0,49.0,3.3,Shift-A,OP-015,RM-0142,24.52,87.97,100,102.74,Stable,Accepted,2,70.19666486080119,1.4684895032143714,2.1564614210507913,-1.680664860801187,-1.1444854437994862,-1.1444854437994862,-3.4569999999999936,-4.803190085170817,-2.394223235724827,100.11048658974745,1.8445616516004864,3.402407686555114,-0.6244865897474483,-0.33855555286297684,-0.33855555286297684,3.097999999999999,3.2140930406274526,-0.6237973772983374,41.893977356871964,1.229628464970188,1.511986161864941,-1.0789773568719667,-0.8774824165266263,-0.8774824165266263,0.08899999999999864,0.21853361488974876,-2.5754951545439253,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.2982308703367127,-1.0368510254554189,-1.0368510254554189,0.10399999999999987,6.4918851435705305,-14.880065702541026,9.483999999999995,87.84102564102565,0,8.513999999999996,92.11666666666667,1,8.185000000000002,83.29591836734693,0,1.5939999999999999,51.696969696969695,0,1.222999999999999,2.468313554532986,50.771,-0.031000000000000028,-3.6342321219226315,0.822,0.1894,0.4744,0.0,0.0,0.3202,0.0,0.0,0.0,0.0051,Stable,0,-0.0661
4,2026-01-01 00:45:00,M-03,Line-B,71.973,102.006,43.145,1.656,48.955,1.538,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0040,26.5,78.13,70,93.86,Stable,Accepted,3,70.19666486080119,1.4684895032143714,2.1564614210507913,1.7763351391988067,1.2096342093767734,1.2096342093767734,3.4569999999999936,5.0455368089205255,2.5305121585494827,100.11048658974745,1.8445616516004864,3.402407686555114,1.8955134102525477,1.0276226921490272,1.0276226921490272,2.519999999999996,2.533019721367835,1.8934214334811472,41.893977356871964,1.229628464970188,1.511986161864941,1.2510226431280387,1.017398896306755,1.017398896306755,2.3300000000000054,5.708685532279811,2.9861634584638708,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.34823087033671274,-1.2106846437332284,-1.2106846437332284,-0.050000000000000044,-2.9308323563892125,-17.374788278668195,6.027000000000001,92.27307692307693,1,5.994,94.45,1,5.854999999999997,88.05102040816327,0,1.644,50.18181818181818,0,-1.8160000000000025,-3.5768450493391946,48.955,0.7160000000000001,87.10462287104623,1.538,0.4849,0.63,0.2034,0.0,0.4798,0.019,0.0113,0.019,0.1841,Stable,0,-0.0341
5,2026-01-01 01:00:00,M-03,Line-B,69.668,102.013,41.02,1.918,50.698,0.552,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0026,24.99,86.87,88,104.41,Stable,Accepted,4,70.19666486080119,1.4684895032143714,2.1564614210507913,-0.5286648608011859,-0.3600058833542857,-0.3600058833542857,-2.3049999999999926,-3.2025898600864133,-0.7531196273348876,100.11048658974745,1.8445616516004864,3.402407686555114,1.9025134102525527,1.0314176317185078,1.0314176317185078,0.007000000000005002,0.006862341430902141,1.9004137079555394,41.893977356871964,1.229628464970188,1.511986161864941,-0.8739773568719613,-0.7107653911485781,-0.7107653911485781,-2.125,-4.925252057017038,-2.0861646757170473,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.08623087033671273,-0.29979648395750774,-0.29979648395750774,0.262,15.821256038647347,-4.302441979761835,8.331999999999994,89.31794871794872,0,5.986999999999995,94.45648148148149,1,7.979999999999997,83.71428571428572,0,1.382,58.12121212121212,0,1.743000000000002,3.560412623838216,50.698,-0.986,-64.10923276983095,0.552,0.2879,0.6304,0.0,0.0,0.43,0.0,0.0,0.0,0.1409,Stable,0,-0.0849
6,2026-01-01 01:15:00,M-06,Line-C,68.309,102.547,39.31,1.496,48.941,1.023,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0114,24.14,86.32,38,104.66,Stable,Accepted,5,70.19666486080119,1.4684895032143714,2.1564614210507913,-1.8876648608011948,-1.2854466148169883,-1.2854466148169883,-1.3590000000000089,-1.950680369753699,-2.689109040357405,100.11048658974745,1.8445616516004864,3.402407686555114,2.4365134102525445,1.3209173074472378,1.3209173074472378,0.5339999999999918,0.5234626959309097,2.433824360715947,41.893977356871964,1.229628464970188,1.511986161864941,-2.583977356871962,-2.1014293589361643,-2.1014293589361643,-1.7100000000000009,-4.168698196001952,-6.167896962516753,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.5082308703367127,-1.7669522222222176,-1.7669522222222176,-0.42199999999999993,-22.002085505735135,-25.357900522275127,9.691000000000003,87.57564102564103,0,5.453000000000003,94.95092592592592,1,9.689999999999998,80.22448979591837,0,1.8039999999999998,45.333333333333336,0,-1.756999999999998,-3.4656199455599834,48.941,0.47099999999999986,85.3260869565217,1.023,0.1717,0.6634,0.0,0.0,0.4361,0.0,0.0147,0.0147,0.1783,Stable,1,0.0799
7,2026-01-01 01:30:00,M-01,Line-D,70.578,100.668,41.439,1.668,51.249,0.763,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0095,25.65,86.48,44,105.38,Stable,Accepted,6,70.19666486080119,1.4684895032143714,2.1564614210507913,0.3813351391988107,0.25967849165016677,0.25967849165016677,2.2690000000000055,3.3216706436926424,0.5432382577647982,100.11048658974745,1.8445616516004864,3.402407686555114,0.5575134102525539,0.3022471001545606,0.3022471001545606,-1.8789999999999907,-1.8323305411177215,0.5568981125196629,41.893977356871964,1.229628464970188,1.511986161864941,-0.4549773568719644,-0.37001205635150547,-0.37001205635150547,2.128999999999998,5.415924701093866,-1.0860209165538526,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.33623087033671273,-1.168964575346554,-1.168964575346554,0.17199999999999993,11.497326203208559,-16.776054860397675,7.421999999999997,90.48461538461538,1,7.331999999999994,93.21111111111112,1,7.561,84.56938775510204,0,1.632,50.54545454545455,0,2.308,4.715882388999004,51.249,-0.2599999999999999,-25.415444770283468,0.763,0.3656,0.5474,0.0,0.0,0.3878,0.0,0.0,0.0,0.0539,Stable,0,-0.0956
8,2026-01-01 01:45:00,M-05,Line-D,69.336,100.24,42.885,1.783,52.605,0.949,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0014,26.21,87.89,34,95.75,Stable,Accepted,7,70.19666486080119,1.4684895032143714,2.1564614210507913,-0.8606648608011938,-0.5860885344548173,-0.5860885344548173,-1.2420000000000044,-1.7597551644988552,-1.2260765700306102,100.11048658974745,1.8445616516004864,3.402407686555114,0.12951341025254237,0.07021365219219775,0.07021365219219775,-0.4280000000000115,-0.4251599316565491,0.129370473228532,41.893977356871964,1.229628464970188,1.511986161864941,0.9910226431280336,0.8059529129004512,0.8059529129004512,1.445999999999998,3.4894664446535772,2.3655491926346635,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.22123087033671274,-0.7691472533075928,-0.7691472533075928,0.11499999999999999,6.8944844124700255,-11.03819293530519,8.664000000000001,88.8923076923077,0,7.760000000000005,92.81481481481481,1,6.115000000000002,87.5204081632653,0,1.517,54.03030303030303,0,1.3559999999999945,2.6459052859567844,52.605,0.18599999999999994,24.37745740498034,0.949,0.2595,0.521,0.168,0.0,0.3791,0.0,0.0,0.0,0.0348,Stable,0,-0.0924
9,2026-01-01 02:00:00,M-02,Line-C,71.605,100.06,42.7,1.677,49.578,0.674,78.0,108.0,49.0,3.3,Shift-A,OP-006,RM-0106,25.4,87.09,13,99.12,Stable,Accepted,8,70.19666486080119,1.4684895032143714,2.1564614210507913,1.4083351391988117,0.9590365720123378,0.9590365720123378,2.2690000000000055,3.2724702896042457,2.006270728091593,100.11048658974745,1.8445616516004864,3.402407686555114,-0.05048658974745024,-0.027370508165798696,-0.027370508165798696,-0.1799999999999926,-0.17956903431762816,-0.05043087039856691,41.893977356871964,1.229628464970188,1.511986161864941,0.8060226431280384,0.6555009631690497,0.6555009631690497,-0.18499999999999517,-0.4313862655940248,1.9239582727177482,2.0042308703367127,0.2876313597758366,0.08273179912649675,-0.3272308703367126,-1.137674524056548,-1.137674524056548,-0.10599999999999987,-5.945036455412223,-16.32700479669478,6.394999999999996,91.80128205128206,1,7.939999999999998,92.64814814814815,1,6.299999999999997,87.14285714285714,0,1.6229999999999998,50.81818181818182,0,-3.026999999999994,-5.754205873966345,49.578,-0.2749999999999999,-28.97787144362486,0.674,0.4534,0.5099,0.1429,0.0,0.3932,0.0,0.0,0.0,0.1498,Stable,0,-0.0711
10,2026-01-01 02:15:00,M-01,Line-C,70.204,99.329,43.134,2.038,50.107,0.725,78.0,108.0,49.0,3.3,Shift-A,OP-028,RM-0097,24.92,83.33,15,96.49,Stable,Accepted,9,70.19666486080119,1.4684895032143714,2.1564614210507913,0.007335139198801244,0.0049950232417360725,0.0049950232417360725,-1.4010000000000105,-1.9565672788213306,0.010449412679856943,100.11048658974745,1.8445616516004864,3.402407686555114,-0.781486589747459,-0.4236706260641275,-0.4236706260641275,-0.7310000000000088,-0.7305616630022049,-0.7806241047953241,41.893977356871964,1.229628464970188,1.511986161864941,1.240022643128036,1.0084531047011016,1.0084531047011016,0.4339999999999975,1.0163934426229426,2.959906701063398,2.0042308703367127,0.2876313597758366,0.08273179912649675,0.033769129663287156,0.1174041999092341,0.1174041999092341,0.36099999999999977,21.526535480023835,1.6848922029433622,7.7960000000000065,90.00512820512819,1,8.671000000000006,91.97129629629629,1,5.866,88.02857142857144,0,1.262,61.75757575757576,0,0.5289999999999964,1.0670055266448708,50.107,0.050999999999999934,7.566765578635004,0.725,0.3337,0.4648,0.2019,0.0,0.3574,0.0,0.0,0.0,0.019,Stable,0,-0.0912
